"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 13.00, -0.60,  0.60,11638.12
 20.00,  1.80, -3.00,11636.61
  7.00, -1.80, -0.60,11637.36
  0.00, -3.00, -3.00,11637.25
 22.00,  1.80, -0.60,11635.73
  3.00, -3.00,  0.60,11638.89
  1.00, -3.00, -1.80,11638.63
  2.00, -3.00, -0.60,11635.10
  9.00, -1.80,  1.80,11638.86
 11.00, -0.60, -1.80,11636.97
 23.00,  1.80,  0.60,11637.54
 18.00,  0.60,  0.60,11637.91
 21.00,  1.80, -1.80,11638.29
 15.00,  0.60, -3.00,11635.63
 17.00,  0.60, -0.60,11637.43
 24.00,  1.80,  1.80,11634.21
 12.00, -0.60, -0.60,11639.31
 19.00,  0.60,  1.80,11631.25
 14.00, -0.60,  1.80,11636.95
  8.00, -1.80,  0.60,11637.13
  4.00, -3.00,  1.80,11634.83
  6.00, -1.80, -1.80,11636.56
  5.00, -1.80, -3.00,11635.15
 16.00,  0.60, -1.80,11635.30
 10.00, -0.60, -3.00,11636.41
