"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  2.00, -2.40, -0.48,-5395.42
 15.00,  0.48, -2.40,-5395.39
 20.00,  1.44, -2.40,-5395.21
 24.00,  1.44,  1.44,-5395.37
 19.00,  0.48,  1.44,-5395.53
 21.00,  1.44, -1.44,-5395.29
 10.00, -0.48, -2.40,-5395.36
 16.00,  0.48, -1.44,-5394.91
 17.00,  0.48, -0.48,-5395.18
 11.00, -0.48, -1.44,-5394.81
 18.00,  0.48,  0.48,-5394.63
 12.00, -0.48, -0.48,-5394.64
  3.00, -2.40,  0.48,-5386.62
  8.00, -1.44,  0.48,-5377.32
 22.00,  1.44, -0.48,-5386.85
 23.00,  1.44,  0.48,-5385.09
  0.00, -2.40, -2.40,-5326.28
  1.00, -2.40, -1.44,-5322.15
  9.00, -1.44,  1.44,-5331.52
 14.00, -0.48,  1.44,-5332.56
  6.00, -1.44, -1.44,-5312.94
 13.00, -0.48,  0.48,-5358.82
  5.00, -1.44, -2.40,-5324.31
  4.00, -2.40,  1.44,-5342.88
  7.00, -1.44, -0.48,-5350.91
