"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,36961.26
  1.00, -1.80, -1.08,36967.29
  2.00, -1.80, -0.36,36962.83
  5.00, -1.08, -1.80,36965.50
  6.00, -1.08, -1.08,36962.30
  7.00, -1.08, -0.36,36958.58
  8.00, -1.08,  0.36,36958.87
  9.00, -1.08,  1.08,36967.94
 10.00, -0.36, -1.80,36963.39
 13.00, -0.36,  0.36,36963.45
 14.00, -0.36,  1.08,36967.72
 16.00,  0.36, -1.08,36964.27
 17.00,  0.36, -0.36,36958.61
 18.00,  0.36,  0.36,36965.99
 19.00,  0.36,  1.08,36961.59
 20.00,  1.08, -1.80,36968.38
 21.00,  1.08, -1.08,36964.54
 22.00,  1.08, -0.36,36964.62
 24.00,  1.08,  1.08,36961.63
 12.00, -0.36, -0.36,36965.24
 11.00, -0.36, -1.08,36963.24
  4.00, -1.80,  1.08,36967.01
 23.00,  1.08,  0.36,36964.47
 15.00,  0.36, -1.80,36960.73
  3.00, -1.80,  0.36,36952.85
