"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.50, -3.50,50761.68
  1.00, -3.50, -2.10,50758.43
  2.00, -3.50, -0.70,50759.97
  3.00, -3.50,  0.70,50759.90
  4.00, -3.50,  2.10,50761.81
  5.00, -2.10, -3.50,50758.08
  6.00, -2.10, -2.10,50760.93
  7.00, -2.10, -0.70,50766.41
  8.00, -2.10,  0.70,50762.56
  9.00, -2.10,  2.10,50770.29
 10.00, -0.70, -3.50,50759.79
 11.00, -0.70, -2.10,50765.51
 12.00, -0.70, -0.70,50753.61
 13.00, -0.70,  0.70,50760.64
 14.00, -0.70,  2.10,50759.84
 15.00,  0.70, -3.50,50763.79
 16.00,  0.70, -2.10,50762.94
 17.00,  0.70, -0.70,50760.74
 18.00,  0.70,  0.70,50758.66
 19.00,  0.70,  2.10,50764.19
 20.00,  2.10, -3.50,50765.73
 21.00,  2.10, -2.10,50761.76
 22.00,  2.10, -0.70,50764.08
 23.00,  2.10,  0.70,50759.15
 24.00,  2.10,  2.10,50764.94
