"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -3.00, -1.80,-123848.76
  2.00, -3.00, -0.60,-123835.76
  3.00, -3.00,  0.60,-123842.07
  4.00, -3.00,  1.80,-123847.25
  5.00, -1.80, -3.00,-123839.66
  8.00, -1.80,  0.60,-123850.38
 13.00, -0.60,  0.60,-123825.18
 15.00,  0.60, -3.00,-123837.33
 17.00,  0.60, -0.60,-123842.18
 19.00,  0.60,  1.80,-123842.75
 21.00,  1.80, -1.80,-123838.53
 22.00,  1.80, -0.60,-123848.91
 23.00,  1.80,  0.60,-123838.87
 24.00,  1.80,  1.80,-123839.75
  0.00, -3.00, -3.00,-123841.91
  9.00, -1.80,  1.80,-123849.28
  7.00, -1.80, -0.60,-123835.04
 18.00,  0.60,  0.60,-123832.65
 16.00,  0.60, -1.80,-123849.54
  6.00, -1.80, -1.80,-123850.08
 10.00, -0.60, -3.00,-123849.36
 12.00, -0.60, -0.60,-123826.64
 11.00, -0.60, -1.80,-123841.56
 14.00, -0.60,  1.80,-123834.55
 20.00,  1.80, -3.00,-123840.68
