"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,-56417.22
  1.00, -2.40, -1.44,-56409.37
  2.00, -2.40, -0.48,-56444.01
  3.00, -2.40,  0.48,-56425.06
  4.00, -2.40,  1.44,-56436.88
  5.00, -1.44, -2.40,-56405.60
  6.00, -1.44, -1.44,-56412.91
  7.00, -1.44, -0.48,-56437.82
  8.00, -1.44,  0.48,-56422.43
  9.00, -1.44,  1.44,-56400.68
 10.00, -0.48, -2.40,-56443.32
 11.00, -0.48, -1.44,-56443.73
 12.00, -0.48, -0.48,-56450.33
 13.00, -0.48,  0.48,-56414.56
 14.00, -0.48,  1.44,-56405.23
 15.00,  0.48, -2.40,-56443.32
 16.00,  0.48, -1.44,-56444.44
 17.00,  0.48, -0.48,-56444.53
 18.00,  0.48,  0.48,-56450.36
 19.00,  0.48,  1.44,-56444.07
 20.00,  1.44, -2.40,-56444.49
 21.00,  1.44, -1.44,-56443.53
 22.00,  1.44, -0.48,-56440.90
 23.00,  1.44,  0.48,-56439.14
 24.00,  1.44,  1.44,-56443.85
