"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-1538.25
  1.00, -2.00, -1.20,-1537.58
  2.00, -2.00, -0.40,-1534.73
  3.00, -2.00,  0.40,-1538.25
  4.00, -2.00,  1.20,-1538.08
  5.00, -1.20, -2.00,-1538.47
  6.00, -1.20, -1.20,-1538.02
  7.00, -1.20, -0.40,-1535.70
  8.00, -1.20,  0.40,-1538.31
  9.00, -1.20,  1.20,-1538.23
 10.00, -0.40, -2.00,-1537.23
 11.00, -0.40, -1.20,-1535.47
 12.00, -0.40, -0.40,-1538.22
 13.00, -0.40,  0.40,-1538.17
 14.00, -0.40,  1.20,-1538.10
 15.00,  0.40, -2.00,-1534.28
 16.00,  0.40, -1.20,-1536.03
 17.00,  0.40, -0.40,-1538.61
 18.00,  0.40,  0.40,-1535.39
 19.00,  0.40,  1.20,-1535.37
 20.00,  1.20, -2.00,-1536.72
 21.00,  1.20, -1.20,-1538.08
 22.00,  1.20, -0.40,-1538.14
 23.00,  1.20,  0.40,-1538.22
 24.00,  1.20,  1.20,-1537.34
