"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,-24457.86
  1.00, -2.70, -1.62,-24457.93
  2.00, -2.70, -0.54,-24436.24
  3.00, -2.70,  0.54,-24437.40
  4.00, -2.70,  1.62,-24449.85
  5.00, -1.62, -2.70,-24458.23
  6.00, -1.62, -1.62,-24458.05
  7.00, -1.62, -0.54,-24435.08
  8.00, -1.62,  0.54,-24445.24
  9.00, -1.62,  1.62,-24456.06
 10.00, -0.54, -2.70,-24457.55
 11.00, -0.54, -1.62,-24457.87
 12.00, -0.54, -0.54,-24457.74
 13.00, -0.54,  0.54,-24457.37
 14.00, -0.54,  1.62,-24456.56
 15.00,  0.54, -2.70,-24457.21
 16.00,  0.54, -1.62,-24458.00
 17.00,  0.54, -0.54,-24458.15
 18.00,  0.54,  0.54,-24456.02
 19.00,  0.54,  1.62,-24457.75
 20.00,  1.62, -2.70,-24458.10
 21.00,  1.62, -1.62,-24458.19
 22.00,  1.62, -0.54,-24458.19
 23.00,  1.62,  0.54,-24458.10
 24.00,  1.62,  1.62,-24457.89
