"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,4620.38
  1.00, -3.00, -1.80,4605.91
  2.00, -3.00, -0.60,4601.79
  3.00, -3.00,  0.60,4607.45
  4.00, -3.00,  1.80,4605.00
  5.00, -1.80, -3.00,4625.29
  6.00, -1.80, -1.80,4620.03
  7.00, -1.80, -0.60,4611.53
  8.00, -1.80,  0.60,4604.51
  9.00, -1.80,  1.80,4621.91
 10.00, -0.60, -3.00,4609.35
 11.00, -0.60, -1.80,4604.87
 12.00, -0.60, -0.60,4606.76
 13.00, -0.60,  0.60,4620.88
 14.00, -0.60,  1.80,4605.17
 15.00,  0.60, -3.00,4603.09
 16.00,  0.60, -1.80,4603.09
 17.00,  0.60, -0.60,4609.10
 18.00,  0.60,  0.60,4611.86
 19.00,  0.60,  1.80,4602.98
 20.00,  1.80, -3.00,4602.40
 21.00,  1.80, -1.80,4609.46
 22.00,  1.80, -0.60,4607.09
 23.00,  1.80,  0.60,4601.39
 24.00,  1.80,  1.80,4610.07
