"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,-315961.50
  1.00, -1.80, -1.08,-315962.02
  2.00, -1.80, -0.36,-315955.32
  3.00, -1.80,  0.36,-315933.99
  4.00, -1.80,  1.08,-315933.70
  5.00, -1.08, -1.80,-315961.05
  6.00, -1.08, -1.08,-315961.47
  7.00, -1.08, -0.36,-315958.54
  8.00, -1.08,  0.36,-315935.88
  9.00, -1.08,  1.08,-315954.69
 10.00, -0.36, -1.80,-315958.17
 11.00, -0.36, -1.08,-315954.18
 13.00, -0.36,  0.36,-315963.82
 14.00, -0.36,  1.08,-315962.88
 15.00,  0.36, -1.80,-315960.15
 16.00,  0.36, -1.08,-315957.34
 17.00,  0.36, -0.36,-315962.52
 18.00,  0.36,  0.36,-315953.01
 19.00,  0.36,  1.08,-315956.45
 20.00,  1.08, -1.80,-315962.13
 21.00,  1.08, -1.08,-315961.79
 22.00,  1.08, -0.36,-315962.46
 23.00,  1.08,  0.36,-315954.98
 24.00,  1.08,  1.08,-315956.55
 12.00, -0.36, -0.36,-315962.08
