"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,-222362.80
  1.00, -2.10, -1.26,-222363.29
  2.00, -2.10, -0.42,-222362.60
  3.00, -2.10,  0.42,-222362.83
  4.00, -2.10,  1.26,-222363.28
  5.00, -1.26, -2.10,-222363.10
  6.00, -1.26, -1.26,-222363.50
  7.00, -1.26, -0.42,-222363.06
  8.00, -1.26,  0.42,-222362.86
  9.00, -1.26,  1.26,-222362.48
 10.00, -0.42, -2.10,-222367.49
 11.00, -0.42, -1.26,-222617.76
 12.00, -0.42, -0.42,-222362.71
 13.00, -0.42,  0.42,-222362.31
 14.00, -0.42,  1.26,-222361.91
 15.00,  0.42, -2.10,-222364.67
 16.00,  0.42, -1.26,-222363.21
 17.00,  0.42, -0.42,-222362.65
 18.00,  0.42,  0.42,-222363.47
 19.00,  0.42,  1.26,-222362.87
 20.00,  1.26, -2.10,-222363.76
 21.00,  1.26, -1.26,-222363.41
 22.00,  1.26, -0.42,-222362.28
 23.00,  1.26,  0.42,-222362.66
 24.00,  1.26,  1.26,-222363.45
