"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,52635.76
  1.00, -2.20, -1.32,52638.89
  2.00, -2.20, -0.44,52639.13
  3.00, -2.20,  0.44,52639.13
  4.00, -2.20,  1.32,52637.63
  5.00, -1.32, -2.20,52645.32
  6.00, -1.32, -1.32,52631.11
  7.00, -1.32, -0.44,52635.22
  8.00, -1.32,  0.44,52636.39
  9.00, -1.32,  1.32,52633.55
 10.00, -0.44, -2.20,52667.12
 11.00, -0.44, -1.32,52638.14
 12.00, -0.44, -0.44,52638.48
 13.00, -0.44,  0.44,52637.84
 14.00, -0.44,  1.32,52636.68
 15.00,  0.44, -2.20,52637.03
 16.00,  0.44, -1.32,52626.04
 17.00,  0.44, -0.44,52634.69
 18.00,  0.44,  0.44,52634.12
 19.00,  0.44,  1.32,52634.62
 20.00,  1.32, -2.20,52635.15
 21.00,  1.32, -1.32,52639.32
 22.00,  1.32, -0.44,52631.19
 23.00,  1.32,  0.44,52636.14
 24.00,  1.32,  1.32,52634.48
