"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,73109.72
  1.00, -3.00, -1.80,73095.31
  2.00, -3.00, -0.60,73098.93
  3.00, -3.00,  0.60,73115.31
  4.00, -3.00,  1.80,73110.52
  5.00, -1.80, -3.00,73097.98
  6.00, -1.80, -1.80,73135.09
  7.00, -1.80, -0.60,73102.22
  8.00, -1.80,  0.60,73111.97
  9.00, -1.80,  1.80,73116.43
 10.00, -0.60, -3.00,73103.52
 11.00, -0.60, -1.80,73099.18
 12.00, -0.60, -0.60,73101.42
 13.00, -0.60,  0.60,73113.57
 14.00, -0.60,  1.80,73103.75
 15.00,  0.60, -3.00,73091.79
 16.00,  0.60, -1.80,73105.31
 17.00,  0.60, -0.60,73106.13
 18.00,  0.60,  0.60,73109.80
 19.00,  0.60,  1.80,73100.77
 20.00,  1.80, -3.00,73098.78
 21.00,  1.80, -1.80,73100.99
 22.00,  1.80, -0.60,73107.03
 24.00,  1.80,  1.80,73097.64
 23.00,  1.80,  0.60,73095.32
