"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-109076.52
  1.00, -3.00, -1.80,-109077.37
  2.00, -3.00, -0.60,-109076.89
  3.00, -3.00,  0.60,-109077.38
  4.00, -3.00,  1.80,-109076.64
  5.00, -1.80, -3.00,-109077.18
  6.00, -1.80, -1.80,-109074.95
  7.00, -1.80, -0.60,-109076.76
  8.00, -1.80,  0.60,-109076.61
  9.00, -1.80,  1.80,-109076.11
 10.00, -0.60, -3.00,-109076.93
 11.00, -0.60, -1.80,-109076.12
 12.00, -0.60, -0.60,-109077.15
 13.00, -0.60,  0.60,-109076.37
 14.00, -0.60,  1.80,-109076.53
 15.00,  0.60, -3.00,-109076.60
 16.00,  0.60, -1.80,-109076.98
 17.00,  0.60, -0.60,-109076.36
 18.00,  0.60,  0.60,-109076.56
 19.00,  0.60,  1.80,-109077.09
 20.00,  1.80, -3.00,-109076.89
 21.00,  1.80, -1.80,-109076.61
 22.00,  1.80, -0.60,-109075.67
 23.00,  1.80,  0.60,-109076.82
 24.00,  1.80,  1.80,-109077.01
