"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,-236838.38
  1.00, -2.20, -1.32,-236838.45
  2.00, -2.20, -0.44,-236838.61
  3.00, -2.20,  0.44,-236835.86
  4.00, -2.20,  1.32,-236836.58
  5.00, -1.32, -2.20,-236837.57
  6.00, -1.32, -1.32,-236838.64
  7.00, -1.32, -0.44,-236837.54
  8.00, -1.32,  0.44,-236833.74
  9.00, -1.32,  1.32,-236835.72
 10.00, -0.44, -2.20,-236838.53
 11.00, -0.44, -1.32,-236838.31
 12.00, -0.44, -0.44,-236838.08
 13.00, -0.44,  0.44,-236836.87
 14.00, -0.44,  1.32,-236838.45
 15.00,  0.44, -2.20,-236838.12
 16.00,  0.44, -1.32,-236837.01
 17.00,  0.44, -0.44,-236829.63
 18.00,  0.44,  0.44,-236827.84
 19.00,  0.44,  1.32,-236837.97
 20.00,  1.32, -2.20,-236838.24
 21.00,  1.32, -1.32,-236838.56
 22.00,  1.32, -0.44,-236836.14
 23.00,  1.32,  0.44,-236835.36
 24.00,  1.32,  1.32,-236837.46
