"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,33933.48
  1.00, -2.70, -1.62,33938.92
  2.00, -2.70, -0.54,33933.95
  3.00, -2.70,  0.54,33931.94
  4.00, -2.70,  1.62,33932.99
  5.00, -1.62, -2.70,33933.07
  6.00, -1.62, -1.62,33934.38
  7.00, -1.62, -0.54,33935.29
  8.00, -1.62,  0.54,33934.47
  9.00, -1.62,  1.62,33934.62
 10.00, -0.54, -2.70,33939.32
 11.00, -0.54, -1.62,33933.75
 12.00, -0.54, -0.54,33933.61
 13.00, -0.54,  0.54,33940.61
 14.00, -0.54,  1.62,33936.49
 15.00,  0.54, -2.70,33933.07
 16.00,  0.54, -1.62,33933.45
 17.00,  0.54, -0.54,33939.16
 18.00,  0.54,  0.54,33934.50
 19.00,  0.54,  1.62,33942.51
 20.00,  1.62, -2.70,33934.14
 21.00,  1.62, -1.62,33933.02
 22.00,  1.62, -0.54,33933.86
 23.00,  1.62,  0.54,33933.03
 24.00,  1.62,  1.62,33935.06
