"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,93574.90
  1.00, -3.00, -1.80,93585.17
  2.00, -3.00, -0.60,93506.54
  3.00, -3.00,  0.60,93571.94
  4.00, -3.00,  1.80,93663.87
  5.00, -1.80, -3.00,93442.34
  6.00, -1.80, -1.80,93591.53
  7.00, -1.80, -0.60,93564.73
  8.00, -1.80,  0.60,93703.10
  9.00, -1.80,  1.80,93656.78
 10.00, -0.60, -3.00,93518.59
 11.00, -0.60, -1.80,93538.00
 12.00, -0.60, -0.60,93468.29
 13.00, -0.60,  0.60,93630.37
 14.00, -0.60,  1.80,93538.71
 15.00,  0.60, -3.00,93383.96
 16.00,  0.60, -1.80,93605.14
 17.00,  0.60, -0.60,93507.24
 18.00,  0.60,  0.60,93480.93
 19.00,  0.60,  1.80,93426.58
 20.00,  1.80, -3.00,93523.97
 21.00,  1.80, -1.80,93451.32
 22.00,  1.80, -0.60,93581.90
 23.00,  1.80,  0.60,93629.45
 24.00,  1.80,  1.80,93570.10
