"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,-5314.59
  1.00, -2.40, -1.44,-5308.48
  2.00, -2.40, -0.48,-5330.01
  3.00, -2.40,  0.48,-5328.57
  4.00, -2.40,  1.44,-5322.13
  5.00, -1.44, -2.40,-5304.37
  6.00, -1.44, -1.44,-5298.28
  7.00, -1.44, -0.48,-5326.26
  8.00, -1.44,  0.48,-5317.19
  9.00, -1.44,  1.44,-5334.09
 10.00, -0.48, -2.40,-5327.29
 11.00, -0.48, -1.44,-5329.43
 12.00, -0.48, -0.48,-5326.27
 13.00, -0.48,  0.48,-5327.17
 14.00, -0.48,  1.44,-5297.75
 15.00,  0.48, -2.40,-5327.28
 16.00,  0.48, -1.44,-5328.45
 17.00,  0.48, -0.48,-5321.35
 18.00,  0.48,  0.48,-5325.26
 19.00,  0.48,  1.44,-5321.50
 20.00,  1.44, -2.40,-5325.92
 21.00,  1.44, -1.44,-5340.54
 22.00,  1.44, -0.48,-5317.64
 23.00,  1.44,  0.48,-5314.82
 24.00,  1.44,  1.44,-5332.68
