"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,37929.88
  1.00, -2.20, -1.32,37931.93
  2.00, -2.20, -0.44,37938.34
  3.00, -2.20,  0.44,37929.92
  4.00, -2.20,  1.32,37929.86
  5.00, -1.32, -2.20,37943.84
  6.00, -1.32, -1.32,37938.75
  7.00, -1.32, -0.44,37931.24
  8.00, -1.32,  0.44,37929.80
  9.00, -1.32,  1.32,37929.77
 10.00, -0.44, -2.20,37946.63
 11.00, -0.44, -1.32,37932.30
 12.00, -0.44, -0.44,37931.25
 13.00, -0.44,  0.44,37930.03
 14.00, -0.44,  1.32,37929.99
 15.00,  0.44, -2.20,37930.17
 16.00,  0.44, -1.32,37930.27
 17.00,  0.44, -0.44,37930.12
 18.00,  0.44,  0.44,37929.96
 19.00,  0.44,  1.32,37930.11
 20.00,  1.32, -2.20,37929.54
 21.00,  1.32, -1.32,37930.05
 22.00,  1.32, -0.44,37929.92
 23.00,  1.32,  0.44,37931.03
 24.00,  1.32,  1.32,37933.34
