"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  3.00, -3.00,  0.60,-26148.84
  8.00, -1.80,  0.60,-26148.32
 13.00, -0.60,  0.60,-26148.42
  2.00, -3.00, -0.60,-26148.74
  1.00, -3.00, -1.80,-26148.62
 14.00, -0.60,  1.80,-26148.65
  0.00, -3.00, -3.00,-26148.67
  9.00, -1.80,  1.80,-26148.94
 19.00,  0.60,  1.80,-26148.83
 23.00,  1.80,  0.60,-26148.77
  4.00, -3.00,  1.80,-26149.96
 18.00,  0.60,  0.60,-26148.41
 21.00,  1.80, -1.80,-26148.58
 20.00,  1.80, -3.00,-26148.93
  6.00, -1.80, -1.80,-26149.16
 12.00, -0.60, -0.60,-26148.40
  7.00, -1.80, -0.60,-26148.40
 24.00,  1.80,  1.80,-26148.72
 22.00,  1.80, -0.60,-26148.54
 17.00,  0.60, -0.60,-26146.26
  5.00, -1.80, -3.00,-26145.94
 11.00, -0.60, -1.80,-26115.67
 10.00, -0.60, -3.00,-26132.44
 15.00,  0.60, -3.00,-26126.22
 16.00,  0.60, -1.80,-26120.53
