"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,22950.84
  1.00, -2.50, -1.50,22950.50
  2.00, -2.50, -0.50,22949.85
  3.00, -2.50,  0.50,22966.73
  4.00, -2.50,  1.50,22976.28
  5.00, -1.50, -2.50,22954.74
  6.00, -1.50, -1.50,22952.16
  7.00, -1.50, -0.50,22950.87
  8.00, -1.50,  0.50,22979.75
  9.00, -1.50,  1.50,22980.04
 10.00, -0.50, -2.50,22951.52
 11.00, -0.50, -1.50,22950.41
 12.00, -0.50, -0.50,22950.47
 13.00, -0.50,  0.50,22971.06
 14.00, -0.50,  1.50,22959.52
 15.00,  0.50, -2.50,22949.82
 16.00,  0.50, -1.50,22955.72
 17.00,  0.50, -0.50,22954.05
 18.00,  0.50,  0.50,22950.24
 19.00,  0.50,  1.50,22949.96
 20.00,  1.50, -2.50,22950.30
 21.00,  1.50, -1.50,22956.45
 22.00,  1.50, -0.50,22961.70
 23.00,  1.50,  0.50,22962.10
 24.00,  1.50,  1.50,22949.99
