"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.60, -1.60,20963.82
  1.00, -1.60, -0.96,20959.06
  2.00, -1.60, -0.32,20960.03
  3.00, -1.60,  0.32,20963.62
  4.00, -1.60,  0.96,20966.11
  5.00, -0.96, -1.60,20962.48
  6.00, -0.96, -0.96,20962.90
  7.00, -0.96, -0.32,20964.15
  8.00, -0.96,  0.32,20965.97
  9.00, -0.96,  0.96,20965.14
 11.00, -0.32, -0.96,20955.56
 12.00, -0.32, -0.32,20963.97
 13.00, -0.32,  0.32,20963.47
 14.00, -0.32,  0.96,20961.37
 15.00,  0.32, -1.60,20965.68
 16.00,  0.32, -0.96,20964.99
 17.00,  0.32, -0.32,20963.84
 18.00,  0.32,  0.32,20963.28
 19.00,  0.32,  0.96,20964.91
 20.00,  0.96, -1.60,20964.41
 21.00,  0.96, -0.96,20964.75
 22.00,  0.96, -0.32,20965.30
 23.00,  0.96,  0.32,20965.73
 24.00,  0.96,  0.96,20956.86
 10.00, -0.32, -1.60,20965.13
