"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -1.80, -1.08,13074.29
  2.00, -1.80, -0.36,13086.08
  3.00, -1.80,  0.36,13090.83
  4.00, -1.80,  1.08,13078.94
  5.00, -1.08, -1.80,13073.27
  6.00, -1.08, -1.08,13073.87
  7.00, -1.08, -0.36,13082.74
  8.00, -1.08,  0.36,13093.63
  9.00, -1.08,  1.08,13090.83
 10.00, -0.36, -1.80,13086.70
 11.00, -0.36, -1.08,13081.57
 12.00, -0.36, -0.36,13071.91
 13.00, -0.36,  0.36,13074.82
 14.00, -0.36,  1.08,13071.71
 15.00,  0.36, -1.80,13076.52
 16.00,  0.36, -1.08,13073.60
 17.00,  0.36, -0.36,13075.65
 18.00,  0.36,  0.36,13074.55
  0.00, -1.80, -1.80,13072.34
 19.00,  0.36,  1.08,13076.70
 20.00,  1.08, -1.80,13074.98
 21.00,  1.08, -1.08,13073.43
 22.00,  1.08, -0.36,13074.51
 23.00,  1.08,  0.36,13078.14
 24.00,  1.08,  1.08,13076.57
