"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 17.00,  0.48, -0.48,13745.47
 12.00, -0.48, -0.48,13745.37
  2.00, -2.40, -0.48,13745.31
 16.00,  0.48, -1.44,13745.01
 11.00, -0.48, -1.44,13745.19
 10.00, -0.48, -2.40,13745.34
 15.00,  0.48, -2.40,13745.23
 14.00, -0.48,  1.44,13746.02
  8.00, -1.44,  0.48,13750.84
  4.00, -2.40,  1.44,13747.45
  0.00, -2.40, -2.40,13750.09
  5.00, -1.44, -2.40,13747.52
  3.00, -2.40,  0.48,13748.30
  9.00, -1.44,  1.44,13750.33
  1.00, -2.40, -1.44,13749.75
  6.00, -1.44, -1.44,13748.17
  7.00, -1.44, -0.48,13750.60
 18.00,  0.48,  0.48,13748.57
 13.00, -0.48,  0.48,13759.65
 21.00,  1.44, -1.44,13745.85
 19.00,  0.48,  1.44,13745.97
 20.00,  1.44, -2.40,13745.37
 22.00,  1.44, -0.48,13745.35
 24.00,  1.44,  1.44,13745.26
 23.00,  1.44,  0.48,13745.25
