"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 19.00,  0.80,  2.40,-18254.74
  4.00, -4.00,  2.40,-18254.72
  0.00, -4.00, -4.00,-18254.64
 13.00, -0.80,  0.80,-18254.52
 14.00, -0.80,  2.40,-18254.82
 11.00, -0.80, -2.40,-18254.55
 24.00,  2.40,  2.40,-18254.57
  7.00, -2.40, -0.80,-18254.71
  2.00, -4.00, -0.80,-18254.54
 22.00,  2.40, -0.80,-18254.63
 20.00,  2.40, -4.00,-18254.65
 23.00,  2.40,  0.80,-18254.44
  5.00, -2.40, -4.00,-18254.70
  8.00, -2.40,  0.80,-18254.58
  9.00, -2.40,  2.40,-18254.53
 21.00,  2.40, -2.40,-18254.80
 18.00,  0.80,  0.80,-18254.32
 12.00, -0.80, -0.80,-18254.59
  1.00, -4.00, -2.40,-18254.39
  3.00, -4.00,  0.80,-18254.65
 16.00,  0.80, -2.40,-18254.58
 15.00,  0.80, -4.00,-18254.67
  6.00, -2.40, -2.40,-18254.44
 10.00, -0.80, -4.00,-18254.64
 17.00,  0.80, -0.80,-18251.91
