"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,4534.59
  1.00, -3.00, -1.80,4547.57
  2.00, -3.00, -0.60,4529.64
  3.00, -3.00,  0.60,4542.00
  4.00, -3.00,  1.80,4542.31
  5.00, -1.80, -3.00,4557.51
  6.00, -1.80, -1.80,4560.39
  7.00, -1.80, -0.60,4543.69
  8.00, -1.80,  0.60,4572.33
  9.00, -1.80,  1.80,4545.20
 10.00, -0.60, -3.00,4553.34
 11.00, -0.60, -1.80,4536.31
 12.00, -0.60, -0.60,4534.19
 13.00, -0.60,  0.60,4540.53
 14.00, -0.60,  1.80,4547.33
 15.00,  0.60, -3.00,4536.87
 16.00,  0.60, -1.80,4554.94
 17.00,  0.60, -0.60,4577.72
 18.00,  0.60,  0.60,4560.32
 19.00,  0.60,  1.80,4540.39
 20.00,  1.80, -3.00,4540.91
 21.00,  1.80, -1.80,4564.57
 22.00,  1.80, -0.60,4557.93
 23.00,  1.80,  0.60,4539.15
 24.00,  1.80,  1.80,4540.64
