"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,46431.53
  1.00, -3.00, -1.80,46430.71
  2.00, -3.00, -0.60,46430.32
  3.00, -3.00,  0.60,46431.33
  4.00, -3.00,  1.80,46431.10
  5.00, -1.80, -3.00,46442.70
  6.00, -1.80, -1.80,46430.77
  7.00, -1.80, -0.60,46431.16
  8.00, -1.80,  0.60,46429.93
  9.00, -1.80,  1.80,46431.30
 10.00, -0.60, -3.00,46555.07
 11.00, -0.60, -1.80,46579.55
 12.00, -0.60, -0.60,46430.96
 13.00, -0.60,  0.60,46431.87
 14.00, -0.60,  1.80,46429.78
 15.00,  0.60, -3.00,46564.43
 16.00,  0.60, -1.80,46582.28
 17.00,  0.60, -0.60,46576.71
 18.00,  0.60,  0.60,46445.02
 19.00,  0.60,  1.80,46431.18
 20.00,  1.80, -3.00,46503.99
 21.00,  1.80, -1.80,46549.86
 22.00,  1.80, -0.60,46556.81
 23.00,  1.80,  0.60,46434.28
 24.00,  1.80,  1.80,46431.16
