"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,35378.69
  1.00, -2.20, -1.32,35374.18
  2.00, -2.20, -0.44,35353.16
  3.00, -2.20,  0.44,35356.22
  4.00, -2.20,  1.32,35373.14
  5.00, -1.32, -2.20,35365.17
  6.00, -1.32, -1.32,35373.15
  7.00, -1.32, -0.44,35383.53
  8.00, -1.32,  0.44,35378.14
  9.00, -1.32,  1.32,35367.21
 10.00, -0.44, -2.20,35366.41
 11.00, -0.44, -1.32,35372.10
 12.00, -0.44, -0.44,35372.04
 13.00, -0.44,  0.44,35371.83
 14.00, -0.44,  1.32,35381.18
 15.00,  0.44, -2.20,35376.33
 16.00,  0.44, -1.32,35377.08
 17.00,  0.44, -0.44,35374.86
 18.00,  0.44,  0.44,35358.52
 19.00,  0.44,  1.32,35382.59
 20.00,  1.32, -2.20,35380.35
 21.00,  1.32, -1.32,35390.62
 22.00,  1.32, -0.44,35382.01
 23.00,  1.32,  0.44,35365.83
 24.00,  1.32,  1.32,35369.43
