"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 17.00,  0.48, -0.48,-1732.79
 20.00,  1.44, -2.40,-1734.41
  7.00, -1.44, -0.48,-1734.81
 11.00, -0.48, -1.44,-1733.66
 19.00,  0.48,  1.44,-1733.59
  1.00, -2.40, -1.44,-1736.50
 10.00, -0.48, -2.40,-1733.03
 15.00,  0.48, -2.40,-1733.96
 16.00,  0.48, -1.44,-1735.95
  3.00, -2.40,  0.48,-1732.85
  8.00, -1.44,  0.48,-1733.03
  6.00, -1.44, -1.44,-1730.99
 18.00,  0.48,  0.48,-1734.53
  5.00, -1.44, -2.40,-1724.99
 21.00,  1.44, -1.44,-1733.78
  2.00, -2.40, -0.48,-1732.24
 12.00, -0.48, -0.48,-1734.35
 14.00, -0.48,  1.44,-1733.89
  9.00, -1.44,  1.44,-1735.80
 13.00, -0.48,  0.48,-1735.91
  4.00, -2.40,  1.44,-1734.29
  0.00, -2.40, -2.40,-1735.58
 24.00,  1.44,  1.44,-1734.68
 23.00,  1.44,  0.48,-1734.00
 22.00,  1.44, -0.48,-1736.82
