"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  9.00, -1.32,  1.32,-54840.79
  0.00, -2.20, -2.20,-54839.23
  6.00, -1.32, -1.32,-54838.75
  2.00, -2.20, -0.44,-54837.09
 16.00,  0.44, -1.32,-54836.31
 20.00,  1.32, -2.20,-54839.88
 21.00,  1.32, -1.32,-54837.12
  1.00, -2.20, -1.32,-54836.90
  5.00, -1.32, -2.20,-54838.42
 24.00,  1.32,  1.32,-54841.76
  8.00, -1.32,  0.44,-54839.37
 11.00, -0.44, -1.32,-54835.42
 12.00, -0.44, -0.44,-54834.85
  4.00, -2.20,  1.32,-54840.48
 19.00,  0.44,  1.32,-54833.84
 22.00,  1.32, -0.44,-54839.03
 13.00, -0.44,  0.44,-54837.79
  7.00, -1.32, -0.44,-54838.81
 15.00,  0.44, -2.20,-54841.75
 23.00,  1.32,  0.44,-54840.29
 18.00,  0.44,  0.44,-54839.05
  3.00, -2.20,  0.44,-54837.81
 10.00, -0.44, -2.20,-54839.47
 14.00, -0.44,  1.32,-54837.85
 17.00,  0.44, -0.44,-54842.98
