"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,39874.01
  1.00, -1.80, -1.08,40026.67
  3.00, -1.80,  0.36,40193.59
  5.00, -1.08, -1.80,40247.64
  6.00, -1.08, -1.08,40117.31
  2.00, -1.80, -0.36,40235.95
  4.00, -1.80,  1.08,40241.15
  7.00, -1.08, -0.36,40037.04
  8.00, -1.08,  0.36,40178.69
  9.00, -1.08,  1.08,40224.04
 10.00, -0.36, -1.80,40193.14
 11.00, -0.36, -1.08,39921.38
 12.00, -0.36, -0.36,40115.13
 13.00, -0.36,  0.36,40091.66
 14.00, -0.36,  1.08,40298.62
 15.00,  0.36, -1.80,40080.45
 16.00,  0.36, -1.08,39770.82
 17.00,  0.36, -0.36,40248.12
 18.00,  0.36,  0.36,40167.91
 19.00,  0.36,  1.08,39879.97
 20.00,  1.08, -1.80,40244.97
 21.00,  1.08, -1.08,40190.24
 23.00,  1.08,  0.36,40094.35
 22.00,  1.08, -0.36,40106.60
 24.00,  1.08,  1.08,40147.39
