"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-238748.42
 20.00,  1.20, -2.00,-238748.34
  5.00, -1.20, -2.00,-238748.88
  1.00, -2.00, -1.20,-238749.01
 23.00,  1.20,  0.40,-238748.09
  3.00, -2.00,  0.40,-238748.01
 10.00, -0.40, -2.00,-238748.02
 11.00, -0.40, -1.20,-238743.30
  9.00, -1.20,  1.20,-238743.50
 14.00, -0.40,  1.20,-238730.35
 12.00, -0.40, -0.40,-238751.59
  6.00, -1.20, -1.20,-238740.52
 16.00,  0.40, -1.20,-238750.25
  8.00, -1.20,  0.40,-238748.80
 22.00,  1.20, -0.40,-238752.02
 19.00,  0.40,  1.20,-238726.35
  7.00, -1.20, -0.40,-238746.91
 21.00,  1.20, -1.20,-238748.86
 17.00,  0.40, -0.40,-238749.15
 24.00,  1.20,  1.20,-238748.76
  4.00, -2.00,  1.20,-238747.24
 15.00,  0.40, -2.00,-238750.35
  2.00, -2.00, -0.40,-238750.40
 13.00, -0.40,  0.40,-238741.85
 18.00,  0.40,  0.40,-238741.05
