"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,22855.24
  1.00, -2.50, -1.50,22854.79
  2.00, -2.50, -0.50,22885.14
  3.00, -2.50,  0.50,22961.10
  4.00, -2.50,  1.50,22968.23
  5.00, -1.50, -2.50,22875.54
  6.00, -1.50, -1.50,22854.21
  7.00, -1.50, -0.50,22882.77
  8.00, -1.50,  0.50,22939.60
  9.00, -1.50,  1.50,22883.54
 10.00, -0.50, -2.50,22932.24
 11.00, -0.50, -1.50,22863.33
 12.00, -0.50, -0.50,22854.72
 13.00, -0.50,  0.50,22854.82
 14.00, -0.50,  1.50,22854.75
 15.00,  0.50, -2.50,22904.57
 16.00,  0.50, -1.50,22856.28
 17.00,  0.50, -0.50,22933.56
 18.00,  0.50,  0.50,22930.80
 19.00,  0.50,  1.50,22894.18
 20.00,  1.50, -2.50,22854.83
 21.00,  1.50, -1.50,22854.80
 22.00,  1.50, -0.50,22935.35
 23.00,  1.50,  0.50,22949.59
 24.00,  1.50,  1.50,22945.99
