"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-285689.77
  1.00, -3.00, -1.80,-285690.50
  2.00, -3.00, -0.60,-285676.97
  3.00, -3.00,  0.60,-285681.30
  4.00, -3.00,  1.80,-285688.23
  5.00, -1.80, -3.00,-285684.58
  6.00, -1.80, -1.80,-285688.10
  7.00, -1.80, -0.60,-285682.16
  8.00, -1.80,  0.60,-285683.20
  9.00, -1.80,  1.80,-285684.81
 10.00, -0.60, -3.00,-285696.24
 11.00, -0.60, -1.80,-285682.92
 12.00, -0.60, -0.60,-285682.16
 13.00, -0.60,  0.60,-285681.58
 14.00, -0.60,  1.80,-285702.95
 15.00,  0.60, -3.00,-285684.64
 16.00,  0.60, -1.80,-285674.03
 17.00,  0.60, -0.60,-285702.59
 18.00,  0.60,  0.60,-285684.11
 19.00,  0.60,  1.80,-285705.37
 20.00,  1.80, -3.00,-285676.46
 21.00,  1.80, -1.80,-285684.98
 22.00,  1.80, -0.60,-285683.31
 23.00,  1.80,  0.60,-285717.11
 24.00,  1.80,  1.80,-285684.79
