"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.50, -3.50,51039.01
  1.00, -3.50, -2.10,51038.94
  2.00, -3.50, -0.70,51038.99
  3.00, -3.50,  0.70,51039.52
  4.00, -3.50,  2.10,51039.35
  5.00, -2.10, -3.50,51038.50
  6.00, -2.10, -2.10,51039.03
  7.00, -2.10, -0.70,51039.59
  8.00, -2.10,  0.70,51039.11
  9.00, -2.10,  2.10,51038.86
 10.00, -0.70, -3.50,51039.34
 11.00, -0.70, -2.10,51038.93
 12.00, -0.70, -0.70,51039.10
 13.00, -0.70,  0.70,51039.11
 14.00, -0.70,  2.10,51038.83
 15.00,  0.70, -3.50,51040.49
 16.00,  0.70, -2.10,51039.10
 17.00,  0.70, -0.70,51038.97
 18.00,  0.70,  0.70,51039.95
 19.00,  0.70,  2.10,51039.50
 20.00,  2.10, -3.50,51039.05
 21.00,  2.10, -2.10,51038.96
 22.00,  2.10, -0.70,51039.33
 23.00,  2.10,  0.70,51039.44
 24.00,  2.10,  2.10,51038.98
