"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  5.00, -1.56, -2.60,195.01
 15.00,  0.52, -2.60,193.01
 11.00, -0.52, -1.56,194.92
 13.00, -0.52,  0.52,202.37
 20.00,  1.56, -2.60,192.53
  1.00, -2.60, -1.56,196.45
  9.00, -1.56,  1.56,201.97
  8.00, -1.56,  0.52,199.59
 10.00, -0.52, -2.60,196.47
 14.00, -0.52,  1.56,202.19
 17.00,  0.52, -0.52,197.44
  4.00, -2.60,  1.56,245.65
 12.00, -0.52, -0.52,193.19
 22.00,  1.56, -0.52,197.23
  2.00, -2.60, -0.52,195.60
  6.00, -1.56, -1.56,204.49
  7.00, -1.56, -0.52,202.02
 19.00,  0.52,  1.56,193.99
  0.00, -2.60, -2.60,199.04
 16.00,  0.52, -1.56,191.45
 21.00,  1.56, -1.56,226.85
 18.00,  0.52,  0.52,202.86
 23.00,  1.56,  0.52,189.98
  3.00, -2.60,  0.52,208.18
 24.00,  1.56,  1.56,206.93
