"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 23.00,  1.44,  0.48,13744.77
  2.00, -2.40, -0.48,13743.91
 20.00,  1.44, -2.40,13744.53
 19.00,  0.48,  1.44,13744.76
  7.00, -1.44, -0.48,13745.41
  3.00, -2.40,  0.48,13744.08
 16.00,  0.48, -1.44,13744.23
 10.00, -0.48, -2.40,13744.16
 22.00,  1.44, -0.48,13744.10
 21.00,  1.44, -1.44,13744.93
 24.00,  1.44,  1.44,13743.66
 15.00,  0.48, -2.40,13744.10
 18.00,  0.48,  0.48,13744.74
 11.00, -0.48, -1.44,13743.91
  0.00, -2.40, -2.40,13749.00
 12.00, -0.48, -0.48,13744.05
  6.00, -1.44, -1.44,13746.96
 17.00,  0.48, -0.48,13743.66
  1.00, -2.40, -1.44,13745.13
  4.00, -2.40,  1.44,13747.63
  5.00, -1.44, -2.40,13747.27
 14.00, -0.48,  1.44,13746.91
  9.00, -1.44,  1.44,13750.98
  8.00, -1.44,  0.48,13756.79
 13.00, -0.48,  0.48,13748.87
