"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.50, -3.50,-39549.17
  1.00, -3.50, -2.10,-39551.04
  2.00, -3.50, -0.70,-39546.34
  3.00, -3.50,  0.70,-39547.00
  4.00, -3.50,  2.10,-39554.35
  5.00, -2.10, -3.50,-39550.10
  6.00, -2.10, -2.10,-39544.55
  7.00, -2.10, -0.70,-39550.06
  8.00, -2.10,  0.70,-39546.26
  9.00, -2.10,  2.10,-39549.23
 10.00, -0.70, -3.50,-39551.10
 11.00, -0.70, -2.10,-39546.64
 12.00, -0.70, -0.70,-39548.81
 13.00, -0.70,  0.70,-39546.73
 14.00, -0.70,  2.10,-39550.77
 15.00,  0.70, -3.50,-39550.05
 16.00,  0.70, -2.10,-39552.18
 17.00,  0.70, -0.70,-39544.64
 18.00,  0.70,  0.70,-39548.54
 19.00,  0.70,  2.10,-39548.15
 20.00,  2.10, -3.50,-39547.95
 21.00,  2.10, -2.10,-39548.95
 22.00,  2.10, -0.70,-39547.18
 23.00,  2.10,  0.70,-39550.87
 24.00,  2.10,  2.10,-39548.35
