"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,37931.48
  1.00, -2.20, -1.32,37931.39
  2.00, -2.20, -0.44,37932.33
  3.00, -2.20,  0.44,37931.86
  4.00, -2.20,  1.32,37931.53
  5.00, -1.32, -2.20,37939.30
  6.00, -1.32, -1.32,37931.50
  7.00, -1.32, -0.44,37931.89
  8.00, -1.32,  0.44,37931.81
  9.00, -1.32,  1.32,37931.50
 10.00, -0.44, -2.20,37943.15
 11.00, -0.44, -1.32,37936.06
 12.00, -0.44, -0.44,37931.82
 13.00, -0.44,  0.44,37931.53
 14.00, -0.44,  1.32,37931.15
 15.00,  0.44, -2.20,37931.58
 16.00,  0.44, -1.32,37931.66
 17.00,  0.44, -0.44,37932.75
 18.00,  0.44,  0.44,37931.73
 19.00,  0.44,  1.32,37931.30
 20.00,  1.32, -2.20,37931.61
 21.00,  1.32, -1.32,37931.38
 22.00,  1.32, -0.44,37931.85
 23.00,  1.32,  0.44,37934.50
 24.00,  1.32,  1.32,37934.11
