"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,5162.20
  1.00, -1.80, -1.08,5160.88
  2.00, -1.80, -0.36,5161.42
  3.00, -1.80,  0.36,5162.41
  4.00, -1.80,  1.08,5164.31
  5.00, -1.08, -1.80,5160.81
  6.00, -1.08, -1.08,5163.27
  7.00, -1.08, -0.36,5160.14
  8.00, -1.08,  0.36,5161.45
  9.00, -1.08,  1.08,5163.76
 10.00, -0.36, -1.80,5163.51
 11.00, -0.36, -1.08,5161.05
 12.00, -0.36, -0.36,5162.12
 13.00, -0.36,  0.36,5163.24
 14.00, -0.36,  1.08,5161.94
 15.00,  0.36, -1.80,5161.82
 16.00,  0.36, -1.08,5160.71
 17.00,  0.36, -0.36,5163.75
 18.00,  0.36,  0.36,5162.38
 19.00,  0.36,  1.08,5162.47
 20.00,  1.08, -1.80,5162.16
 21.00,  1.08, -1.08,5160.72
 22.00,  1.08, -0.36,5163.44
 23.00,  1.08,  0.36,5164.10
 24.00,  1.08,  1.08,5161.02
