"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,50333.54
  1.00, -2.40, -1.44,50335.22
  2.00, -2.40, -0.48,50243.42
  3.00, -2.40,  0.48,50334.22
  4.00, -2.40,  1.44,50335.65
  5.00, -1.44, -2.40,50335.78
  6.00, -1.44, -1.44,50333.80
  7.00, -1.44, -0.48,50334.91
  8.00, -1.44,  0.48,50334.75
  9.00, -1.44,  1.44,50335.45
 10.00, -0.48, -2.40,50336.49
 11.00, -0.48, -1.44,50338.53
 12.00, -0.48, -0.48,50333.37
 13.00, -0.48,  0.48,50335.41
 14.00, -0.48,  1.44,50333.50
 15.00,  0.48, -2.40,50250.54
 16.00,  0.48, -1.44,50337.09
 17.00,  0.48, -0.48,50335.13
 18.00,  0.48,  0.48,50336.03
 19.00,  0.48,  1.44,50335.05
 20.00,  1.44, -2.40,50335.31
 21.00,  1.44, -1.44,50334.44
 22.00,  1.44, -0.48,50235.50
 23.00,  1.44,  0.48,50336.44
 24.00,  1.44,  1.44,50235.48
