"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,-163279.34
  1.00, -2.40, -1.44,-163279.48
  2.00, -2.40, -0.48,-163279.07
  3.00, -2.40,  0.48,-163277.76
  4.00, -2.40,  1.44,-163279.40
  5.00, -1.44, -2.40,-163279.35
  6.00, -1.44, -1.44,-163279.04
  7.00, -1.44, -0.48,-163274.10
  8.00, -1.44,  0.48,-163274.62
  9.00, -1.44,  1.44,-163279.45
 10.00, -0.48, -2.40,-163279.53
 11.00, -0.48, -1.44,-163279.40
 12.00, -0.48, -0.48,-163279.19
 13.00, -0.48,  0.48,-163275.93
 14.00, -0.48,  1.44,-163276.53
 15.00,  0.48, -2.40,-163279.40
 16.00,  0.48, -1.44,-163279.44
 17.00,  0.48, -0.48,-163279.39
 18.00,  0.48,  0.48,-163278.43
 19.00,  0.48,  1.44,-163277.47
 20.00,  1.44, -2.40,-163279.24
 21.00,  1.44, -1.44,-163279.27
 22.00,  1.44, -0.48,-163279.36
 23.00,  1.44,  0.48,-163279.32
 24.00,  1.44,  1.44,-163279.46
