"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,49471.83
  1.00, -2.70, -1.62,49471.62
  2.00, -2.70, -0.54,49492.30
  3.00, -2.70,  0.54,49490.77
  4.00, -2.70,  1.62,49476.68
  5.00, -1.62, -2.70,49472.21
  6.00, -1.62, -1.62,49473.35
  7.00, -1.62, -0.54,49484.03
  8.00, -1.62,  0.54,49486.72
  9.00, -1.62,  1.62,49474.75
 10.00, -0.54, -2.70,49471.40
 11.00, -0.54, -1.62,49471.00
 12.00, -0.54, -0.54,49471.37
 13.00, -0.54,  0.54,49476.62
 14.00, -0.54,  1.62,49479.77
 15.00,  0.54, -2.70,49471.99
 16.00,  0.54, -1.62,49471.85
 17.00,  0.54, -0.54,49471.19
 18.00,  0.54,  0.54,49472.49
 19.00,  0.54,  1.62,49471.68
 20.00,  1.62, -2.70,49471.75
 21.00,  1.62, -1.62,49471.83
 22.00,  1.62, -0.54,49471.70
 23.00,  1.62,  0.54,49471.38
 24.00,  1.62,  1.62,49472.13
