"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,92547.12
  1.00, -2.00, -1.20,92515.78
  2.00, -2.00, -0.40,92542.66
  3.00, -2.00,  0.40,92539.82
  4.00, -2.00,  1.20,92526.19
  5.00, -1.20, -2.00,92530.72
  6.00, -1.20, -1.20,92538.86
  7.00, -1.20, -0.40,92541.01
  8.00, -1.20,  0.40,92547.06
  9.00, -1.20,  1.20,92549.57
 10.00, -0.40, -2.00,92552.17
 11.00, -0.40, -1.20,92535.81
 12.00, -0.40, -0.40,92539.11
 13.00, -0.40,  0.40,92551.87
 14.00, -0.40,  1.20,92550.14
 15.00,  0.40, -2.00,92557.01
 16.00,  0.40, -1.20,92544.77
 17.00,  0.40, -0.40,92540.51
 18.00,  0.40,  0.40,92553.56
 19.00,  0.40,  1.20,92532.93
 20.00,  1.20, -2.00,92548.27
 21.00,  1.20, -1.20,92556.19
 22.00,  1.20, -0.40,92553.20
 23.00,  1.20,  0.40,92558.05
 24.00,  1.20,  1.20,92546.71
