"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  6.00, -1.50, -1.50,-35102.77
  2.00, -2.50, -0.50,-35102.49
 13.00, -0.50,  0.50,-35102.31
 20.00,  1.50, -2.50,-35102.34
  3.00, -2.50,  0.50,-35102.36
  1.00, -2.50, -1.50,-35102.59
 14.00, -0.50,  1.50,-35102.39
 19.00,  0.50,  1.50,-35101.49
 24.00,  1.50,  1.50,-35099.41
 17.00,  0.50, -0.50,-35102.47
 10.00, -0.50, -2.50,-35100.75
  5.00, -1.50, -2.50,-35101.70
  4.00, -2.50,  1.50,-35095.63
 23.00,  1.50,  0.50,-35094.83
 12.00, -0.50, -0.50,-35102.71
 21.00,  1.50, -1.50,-35102.43
  0.00, -2.50, -2.50,-35102.48
 22.00,  1.50, -0.50,-35100.42
  7.00, -1.50, -0.50,-35100.04
 11.00, -0.50, -1.50,-35097.23
 15.00,  0.50, -2.50,-35098.78
  8.00, -1.50,  0.50,-35092.88
  9.00, -1.50,  1.50,-35092.39
 16.00,  0.50, -1.50,-35096.80
 18.00,  0.50,  0.50,-35100.26
