"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,4634.20
  1.00, -3.00, -1.80,4635.19
  2.00, -3.00, -0.60,4634.23
  3.00, -3.00,  0.60,4635.28
  4.00, -3.00,  1.80,4635.16
  5.00, -1.80, -3.00,4635.08
  6.00, -1.80, -1.80,4639.65
  7.00, -1.80, -0.60,4633.85
  8.00, -1.80,  0.60,4634.95
  9.00, -1.80,  1.80,4637.56
 10.00, -0.60, -3.00,4633.44
 12.00, -0.60, -0.60,4638.20
 13.00, -0.60,  0.60,4633.50
 14.00, -0.60,  1.80,4637.89
 15.00,  0.60, -3.00,4635.19
 16.00,  0.60, -1.80,4633.09
 11.00, -0.60, -1.80,4630.27
 17.00,  0.60, -0.60,4634.84
 18.00,  0.60,  0.60,4638.06
 19.00,  0.60,  1.80,4630.08
 20.00,  1.80, -3.00,4633.75
 21.00,  1.80, -1.80,4631.97
 22.00,  1.80, -0.60,4635.12
 24.00,  1.80,  1.80,4634.97
 23.00,  1.80,  0.60,4635.17
