"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,5647.79
  1.00, -2.00, -1.20,5649.04
  2.00, -2.00, -0.40,5649.50
  3.00, -2.00,  0.40,5637.12
  4.00, -2.00,  1.20,5648.74
  5.00, -1.20, -2.00,5647.64
  6.00, -1.20, -1.20,5648.86
  7.00, -1.20, -0.40,5652.32
  8.00, -1.20,  0.40,5653.72
  9.00, -1.20,  1.20,5671.76
 10.00, -0.40, -2.00,5654.73
 11.00, -0.40, -1.20,5650.28
 12.00, -0.40, -0.40,5646.61
 13.00, -0.40,  0.40,5630.44
 14.00, -0.40,  1.20,5650.09
 15.00,  0.40, -2.00,5641.22
 16.00,  0.40, -1.20,5648.59
 17.00,  0.40, -0.40,5645.75
 18.00,  0.40,  0.40,5655.38
 19.00,  0.40,  1.20,5646.06
 20.00,  1.20, -2.00,5651.82
 21.00,  1.20, -1.20,5648.66
 22.00,  1.20, -0.40,5643.09
 23.00,  1.20,  0.40,5644.54
 24.00,  1.20,  1.20,5659.34
