"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  6.00, -1.44, -1.44,-35795.86
 16.00,  0.48, -1.44,-35798.33
  1.00, -2.40, -1.44,-35795.33
  4.00, -2.40,  1.44,-35793.31
 18.00,  0.48,  0.48,-35791.73
 23.00,  1.44,  0.48,-35800.76
 20.00,  1.44, -2.40,-35787.00
 22.00,  1.44, -0.48,-35800.50
  3.00, -2.40,  0.48,-35787.86
 11.00, -0.48, -1.44,-35783.33
 24.00,  1.44,  1.44,-35794.31
  5.00, -1.44, -2.40,-35802.57
 17.00,  0.48, -0.48,-35791.41
  9.00, -1.44,  1.44,-35797.99
 10.00, -0.48, -2.40,-35789.51
 13.00, -0.48,  0.48,-35797.40
  8.00, -1.44,  0.48,-35765.84
  7.00, -1.44, -0.48,-35773.61
 14.00, -0.48,  1.44,-35788.63
 21.00,  1.44, -1.44,-35778.56
 12.00, -0.48, -0.48,-35762.91
  2.00, -2.40, -0.48,-35766.30
 15.00,  0.48, -2.40,-35793.59
 19.00,  0.48,  1.44,-35794.23
  0.00, -2.40, -2.40,-35788.56
