"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  7.00, -1.32, -0.44,-20880.77
 24.00,  1.32,  1.32,-20880.25
  0.00, -2.20, -2.20,-20880.39
 15.00,  0.44, -2.20,-20880.65
  8.00, -1.32,  0.44,-20880.48
  3.00, -2.20,  0.44,-20880.02
 11.00, -0.44, -1.32,-20881.00
  1.00, -2.20, -1.32,-20880.40
 19.00,  0.44,  1.32,-20880.08
  4.00, -2.20,  1.32,-20880.32
 17.00,  0.44, -0.44,-20881.08
 21.00,  1.32, -1.32,-20884.54
  6.00, -1.32, -1.32,-20880.47
  5.00, -1.32, -2.20,-20880.12
 20.00,  1.32, -2.20,-20880.54
 22.00,  1.32, -0.44,-20879.84
 23.00,  1.32,  0.44,-20880.06
  9.00, -1.32,  1.32,-20879.63
 14.00, -0.44,  1.32,-20880.58
  2.00, -2.20, -0.44,-20879.88
 16.00,  0.44, -1.32,-20879.29
 18.00,  0.44,  0.44,-20880.38
 13.00, -0.44,  0.44,-20880.14
 10.00, -0.44, -2.20,-20881.89
 12.00, -0.44, -0.44,-20881.76
