"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-210574.31
  1.00, -2.00, -1.20,-210573.06
  2.00, -2.00, -0.40,-210573.13
  3.00, -2.00,  0.40,-210572.87
  4.00, -2.00,  1.20,-210574.30
  5.00, -1.20, -2.00,-210574.51
  6.00, -1.20, -1.20,-210573.77
  7.00, -1.20, -0.40,-210574.43
  8.00, -1.20,  0.40,-210574.15
  9.00, -1.20,  1.20,-210574.40
 10.00, -0.40, -2.00,-210570.96
 11.00, -0.40, -1.20,-210574.06
 12.00, -0.40, -0.40,-210574.19
 13.00, -0.40,  0.40,-210574.15
 14.00, -0.40,  1.20,-210573.77
 15.00,  0.40, -2.00,-210570.80
 16.00,  0.40, -1.20,-210571.03
 17.00,  0.40, -0.40,-210574.26
 18.00,  0.40,  0.40,-210572.87
 19.00,  0.40,  1.20,-210572.71
 20.00,  1.20, -2.00,-210570.99
 21.00,  1.20, -1.20,-210574.11
 22.00,  1.20, -0.40,-210574.49
 23.00,  1.20,  0.40,-210574.31
 24.00,  1.20,  1.20,-210571.05
