"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-19138.19
  1.00, -2.00, -1.20,-19124.67
  2.00, -2.00, -0.40,-19137.76
  3.00, -2.00,  0.40,-19153.37
  4.00, -2.00,  1.20,-19123.54
  5.00, -1.20, -2.00,-19124.82
  6.00, -1.20, -1.20,-19128.23
  7.00, -1.20, -0.40,-19118.51
  8.00, -1.20,  0.40,-19125.31
  9.00, -1.20,  1.20,-19147.25
 10.00, -0.40, -2.00,-19124.90
 11.00, -0.40, -1.20,-19155.27
 12.00, -0.40, -0.40,-19124.19
 13.00, -0.40,  0.40,-19125.55
 14.00, -0.40,  1.20,-19123.45
 15.00,  0.40, -2.00,-19125.07
 16.00,  0.40, -1.20,-19155.93
 17.00,  0.40, -0.40,-19154.34
 18.00,  0.40,  0.40,-19158.16
 19.00,  0.40,  1.20,-19154.34
 20.00,  1.20, -2.00,-19124.79
 21.00,  1.20, -1.20,-19123.78
 22.00,  1.20, -0.40,-19126.56
 23.00,  1.20,  0.40,-19151.12
 24.00,  1.20,  1.20,-19151.47
