"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  5.00, -2.40, -4.00,7692.55
  1.00, -4.00, -2.40,7692.62
  7.00, -2.40, -0.80,7692.84
 15.00,  0.80, -4.00,7692.80
  0.00, -4.00, -4.00,7692.73
 18.00,  0.80,  0.80,7692.71
  8.00, -2.40,  0.80,7692.49
  9.00, -2.40,  2.40,7692.69
 21.00,  2.40, -2.40,7692.66
 14.00, -0.80,  2.40,7692.61
 22.00,  2.40, -0.80,7692.68
  3.00, -4.00,  0.80,7692.53
  6.00, -2.40, -2.40,7692.55
 23.00,  2.40,  0.80,7692.66
 12.00, -0.80, -0.80,7692.77
  4.00, -4.00,  2.40,7692.43
 24.00,  2.40,  2.40,7692.71
 20.00,  2.40, -4.00,7692.76
 19.00,  0.80,  2.40,7692.64
 13.00, -0.80,  0.80,7692.90
 16.00,  0.80, -2.40,7692.91
 17.00,  0.80, -0.80,7692.58
  2.00, -4.00, -0.80,7692.84
 10.00, -0.80, -4.00,7692.87
 11.00, -0.80, -2.40,7692.76
