"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 15.00,  0.52, -2.60,234.47
 23.00,  1.56,  0.52,235.68
 14.00, -0.52,  1.56,237.05
 19.00,  0.52,  1.56,232.17
  0.00, -2.60, -2.60,236.80
  9.00, -1.56,  1.56,235.14
  8.00, -1.56,  0.52,236.80
  7.00, -1.56, -0.52,239.59
  5.00, -1.56, -2.60,234.65
  1.00, -2.60, -1.56,235.04
 17.00,  0.52, -0.52,243.24
 13.00, -0.52,  0.52,236.66
 24.00,  1.56,  1.56,238.78
 16.00,  0.52, -1.56,234.82
 22.00,  1.56, -0.52,242.14
 10.00, -0.52, -2.60,235.49
  6.00, -1.56, -1.56,236.25
 12.00, -0.52, -0.52,236.87
 20.00,  1.56, -2.60,236.65
  4.00, -2.60,  1.56,233.43
  3.00, -2.60,  0.52,236.40
 18.00,  0.52,  0.52,239.04
 11.00, -0.52, -1.56,231.96
 21.00,  1.56, -1.56,237.51
  2.00, -2.60, -0.52,237.76
