"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 10.00, -0.70, -3.50,-27463.17
  7.00, -2.10, -0.70,-27462.75
 19.00,  0.70,  2.10,-27463.28
 17.00,  0.70, -0.70,-27463.09
  3.00, -3.50,  0.70,-27463.09
 14.00, -0.70,  2.10,-27463.31
 22.00,  2.10, -0.70,-27463.11
 13.00, -0.70,  0.70,-27464.11
  4.00, -3.50,  2.10,-27463.19
 15.00,  0.70, -3.50,-27462.99
  0.00, -3.50, -3.50,-27463.08
 11.00, -0.70, -2.10,-27463.26
 16.00,  0.70, -2.10,-27462.90
 20.00,  2.10, -3.50,-27463.06
  2.00, -3.50, -0.70,-27461.63
 24.00,  2.10,  2.10,-27462.62
  5.00, -2.10, -3.50,-27462.36
 18.00,  0.70,  0.70,-27463.28
  6.00, -2.10, -2.10,-27459.21
 21.00,  2.10, -2.10,-27463.93
  1.00, -3.50, -2.10,-27463.51
  8.00, -2.10,  0.70,-27460.99
 12.00, -0.70, -0.70,-27464.38
  9.00, -2.10,  2.10,-27463.32
 23.00,  2.10,  0.70,-27462.77
