"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 11.00, -0.48, -1.44,-32851.64
 16.00,  0.48, -1.44,-32851.67
 20.00,  1.44, -2.40,-32851.66
 19.00,  0.48,  1.44,-32851.63
 24.00,  1.44,  1.44,-32851.75
 15.00,  0.48, -2.40,-32851.70
  2.00, -2.40, -0.48,-32851.52
 10.00, -0.48, -2.40,-32851.55
 22.00,  1.44, -0.48,-32837.89
 12.00, -0.48, -0.48,-32851.87
  1.00, -2.40, -1.44,-32847.63
  6.00, -1.44, -1.44,-32845.91
 21.00,  1.44, -1.44,-32845.99
  5.00, -1.44, -2.40,-32839.29
  4.00, -2.40,  1.44,-32826.05
 17.00,  0.48, -0.48,-32844.61
 18.00,  0.48,  0.48,-32850.30
 23.00,  1.44,  0.48,-32837.71
  0.00, -2.40, -2.40,-32838.75
  3.00, -2.40,  0.48,-32832.20
  9.00, -1.44,  1.44,-32821.06
  8.00, -1.44,  0.48,-32819.60
 13.00, -0.48,  0.48,-32811.13
 14.00, -0.48,  1.44,-32821.62
  7.00, -1.44, -0.48,-32835.52
