"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.60, -2.60,3666.18
  1.00, -2.60, -1.56,3667.83
  2.00, -2.60, -0.52,3667.89
  3.00, -2.60,  0.52,3667.89
  4.00, -2.60,  1.56,3667.96
  5.00, -1.56, -2.60,3667.10
  6.00, -1.56, -1.56,3667.83
  7.00, -1.56, -0.52,3668.10
  8.00, -1.56,  0.52,3666.35
  9.00, -1.56,  1.56,3667.57
 10.00, -0.52, -2.60,3667.82
 11.00, -0.52, -1.56,3667.97
 12.00, -0.52, -0.52,3667.65
 13.00, -0.52,  0.52,3668.08
 14.00, -0.52,  1.56,3668.00
 15.00,  0.52, -2.60,3667.32
 16.00,  0.52, -1.56,3666.84
 17.00,  0.52, -0.52,3666.80
 18.00,  0.52,  0.52,3668.09
 19.00,  0.52,  1.56,3668.13
 20.00,  1.56, -2.60,3665.14
 21.00,  1.56, -1.56,3667.41
 22.00,  1.56, -0.52,3665.42
 23.00,  1.56,  0.52,3667.43
 24.00,  1.56,  1.56,3667.83
